loan_id,borrower_id,loan_amount,loan_term,loan_purpose,credit_score,annual_income,interest_rate,debt_to_income_ratio,employment_length,home_ownership,state,num_credit_lines,total_credit_limit,credit_utilization,delinquencies_last_2yrs,months_since_last_delinquency,application_year_month,default
LOAN_001505,BORR_006722,12479,60,major_purchase,706,26415,20.69,26.31,14.292095627246983,MORTGAGE,ME,9,19527,27.94,1,,2024-09,0
LOAN_001506,BORR_010092,9325,36,debt_consolidation,681,20000,18.48,29.03,,RENT,MS,11,11558,58.54,0,,2024-09,0
LOAN_001507,BORR_002836,12934,36,debt_consolidation,674,34549,19.68,37.85,,RENT,KS,8,25443,9.46,0,67.84696111298102,2025-09,0
LOAN_001508,BORR_001144,14038,36,debt_consolidation,791,35878,8.02,31.57,0.09167883620139611,RENT,NE,7,18907,52.06,0,,2024-12,0
LOAN_001510,BORR_017964,14256,36,debt_consolidation,693,97597,19.59,7.28,1.86390054202627,OWN,IL,10,66225,44.76,0,,2024-08,1
LOAN_001512,BORR_009183,13988,60,home_improvement,673,46313,21.67,16.79,15.31304026464138,MORTGAGE,CO,5,35745,9.38,0,,2023-11,0
LOAN_001513,BORR_000133,9185,60,credit_card,701,38600,16.39,28.09,0.5889153147569245,OTHER,RI,10,25495,53.21,0,,2025-11,0
LOAN_001514,BORR_000937,6628,36,debt_consolidation,666,38337,19.7,9.21,4.92980575771261,MORTGAGE,WV,11,17547,38.12,0,,2025-03,1
LOAN_001516,BORR_011866,3883,60,debt_consolidation,701,31886,18.58,20.6,,MORTGAGE,GA,10,18308,18.58,0,,2024-04,0
LOAN_001517,BORR_010233,5526,60,debt_consolidation,683,54412,16.65,8.95,2.3045120135446426,RENT,AL,6,34658,53.02,2,12.995556480508686,2024-08,0
LOAN_001518,BORR_000041,6640,60,credit_card,754,29394,13.31,19.64,1.557847391577285,RENT,OH,14,21714,23.52,0,,2023-05,0
LOAN_001519,BORR_001282,19097,60,debt_consolidation,751,61614,13.38,24.74,0.7660211964027626,RENT,MS,9,39000,36.37,0,,2025-04,0
LOAN_001521,BORR_011306,16899,36,credit_card,596,50812,26.71,13.68,2.793765977167273,RENT,NY,10,36415,41.36,0,114.7918870279657,2024-10,0
LOAN_001522,BORR_009230,7974,36,major_purchase,657,42616,20.66,12.36,2.7663028478834857,RENT,NV,11,28477,16.79,0,,2023-03,0
LOAN_001523,BORR_001866,12416,36,debt_consolidation,708,26619,17.85,28.66,3.5564822907241678,RENT,WY,10,16394,39.13,0,,2024-04,0
LOAN_001525,BORR_000450,12323,36,medical,783,60793,12.79,19.14,2.484339653418955,OWN,MD,11,32329,18.2,0,25.192714281105985,2025-05,0
LOAN_001526,BORR_001070,9668,60,small_business,595,36004,28.0,24.7,2.8913249708531903,OWN,MA,9,27661,43.25,0,,2024-03,0
LOAN_001527,BORR_008505,6104,60,debt_consolidation,763,53754,13.45,6.69,7.060080419826159,MORTGAGE,CA,9,32375,28.06,0,107.21720143470579,2025-06,0
LOAN_001528,BORR_011698,13540,60,vacation,659,121507,21.81,11.48,12.973957504660445,MORTGAGE,OK,10,60902,45.32,0,30.510856157375063,2024-03,0
LOAN_001530,BORR_000334,18762,36,home_improvement,712,72193,15.77,22.36,2.4960996464767526,MORTGAGE,CO,12,35389,20.43,0,7.599097006585074,2025-09,0
LOAN_001532,BORR_011132,15196,60,debt_consolidation,850,27388,5.0,40.82,0.6218153529814157,OWN,NE,9,18145,36.39,0,,2025-12,0
LOAN_001533,BORR_017001,9085,60,credit_card,743,55898,14.71,29.25,14.318449867631031,RENT,NY,16,40390,18.07,0,25.143748167835682,2023-03,0
LOAN_001534,BORR_013566,16726,60,credit_card,747,56888,13.78,34.59,1.4715919429995408,MORTGAGE,WY,8,27329,21.72,0,20.889612227879805,2025-08,0
LOAN_001535,BORR_000408,16421,60,debt_consolidation,684,109824,18.42,19.4,6.778478357478905,RENT,KS,5,52323,15.32,0,,2023-04,0
LOAN_001536,BORR_015817,11511,36,medical,688,37937,16.14,31.02,1.6599337455396068,MORTGAGE,NJ,14,23362,12.98,0,54.24871284389794,2023-08,0
LOAN_001538,BORR_012217,13181,36,moving,726,45258,15.11,19.91,2.4957229727585997,RENT,UT,11,21259,7.59,0,,2024-05,0
LOAN_001541,BORR_006355,6112,36,credit_card,708,44703,17.85,19.06,8.360880449991438,RENT,OK,9,19098,29.32,3,79.98152109423687,2024-09,0
LOAN_001543,BORR_007048,10695,60,home_improvement,652,39687,21.71,12.71,6.769560412658678,MORTGAGE,NE,13,25334,26.25,0,72.33698369770586,2023-01,0
LOAN_001544,BORR_001887,16775,60,debt_consolidation,668,43378,19.76,36.89,23.207982145724138,MORTGAGE,IN,13,29217,9.78,0,,2023-11,0
LOAN_001546,BORR_017475,14002,36,vacation,738,21519,14.12,27.5,3.8510034962511783,MORTGAGE,TX,13,12214,33.33,0,,2024-11,0
LOAN_001548,BORR_017332,15314,60,debt_consolidation,731,45959,15.11,24.53,2.1600529313034693,RENT,AZ,11,20726,19.66,0,34.66610962493018,2023-11,0
LOAN_001549,BORR_000035,4868,36,debt_consolidation,752,55408,12.41,25.92,2.165534021267988,MORTGAGE,NC,5,41057,29.66,2,,2025-07,0
LOAN_001551,BORR_016390,15080,36,small_business,731,119693,14.61,10.98,8.5933699671612,MORTGAGE,MN,17,60117,55.35,0,23.797666776531766,2024-10,0
LOAN_001553,BORR_004601,14630,60,car,741,59756,14.96,15.61,4.192106385409159,MORTGAGE,NE,10,46299,23.37,0,,2024-09,0
LOAN_001555,BORR_003836,13704,36,credit_card,767,27500,10.57,39.94,5.96723330869637,RENT,AR,7,13835,30.33,0,,2025-05,0
LOAN_001556,BORR_000315,16971,36,credit_card,784,132326,9.97,27.99,10.898367112371458,RENT,MA,9,83383,35.74,0,,2025-11,0
LOAN_001557,BORR_012966,9447,36,credit_card,782,109997,10.27,12.22,0.018397571509178062,OWN,IL,11,56295,17.7,0,118.61474522667685,2024-07,1
LOAN_001558,BORR_000699,10557,36,credit_card,701,44809,16.29,11.3,3.228084324162998,RENT,LA,8,31021,42.93,5,7.032060635199414,2025-12,0
LOAN_001559,BORR_000621,10058,36,small_business,711,34905,17.9,26.48,6.447371000496,OWN,ND,8,18088,28.47,0,,2023-10,0
LOAN_001561,BORR_013011,8821,36,credit_card,635,73073,24.67,7.16,5.411728013763516,RENT,WI,13,35557,25.07,2,,2025-07,0
LOAN_001562,BORR_000323,9087,36,debt_consolidation,646,36142,21.33,18.86,1.0911943506684432,RENT,WY,18,19977,45.76,2,,2023-09,0
LOAN_001563,BORR_006730,17292,36,credit_card,755,44242,12.15,32.83,1.4046714781397418,OWN,LA,10,33014,15.66,0,17.423766536960642,2024-02,0
LOAN_001565,BORR_000308,14639,36,debt_consolidation,713,89308,14.35,28.31,0.48090150242576457,RENT,CA,9,39890,21.55,0,18.07612868864031,2023-12,0
LOAN_001567,BORR_011011,6793,36,debt_consolidation,736,26990,13.66,26.41,3.7337862631533634,MORTGAGE,AL,13,12399,40.62,0,,2023-03,0
LOAN_001568,BORR_003018,12857,36,debt_consolidation,785,30814,11.46,19.74,1.5856494430771353,RENT,MT,12,16046,57.76,0,,2023-12,0
LOAN_001569,BORR_008124,8448,36,debt_consolidation,728,77105,16.34,25.07,13.33998637097938,OWN,DE,9,53606,57.73,0,,2023-10,0
LOAN_001574,BORR_017043,15578,36,home_improvement,687,25874,17.35,27.86,15.77336770469688,OWN,IA,6,14791,42.76,0,,2025-05,0
LOAN_001577,BORR_014559,27521,36,car,620,22589,25.79,45.0,,RENT,SD,9,11207,2.55,0,75.77670412342992,2024-05,0
LOAN_001578,BORR_009414,11683,36,credit_card,615,55481,23.82,30.66,,RENT,AK,16,26282,59.74,1,44.74942412487695,2023-11,0
LOAN_001580,BORR_016727,10608,36,major_purchase,701,71222,18.86,28.29,14.97358397072488,MORTGAGE,NJ,6,35687,30.18,0,,2024-02,0
LOAN_001581,BORR_002097,6470,36,debt_consolidation,627,200000,23.83,6.28,,OWN,ND,10,139796,52.84,0,,2024-07,0
LOAN_001582,BORR_001571,17761,36,credit_card,606,27037,26.17,42.61,,RENT,AZ,11,17176,16.6,0,9.515147770002123,2025-04,0
LOAN_001586,BORR_007376,21977,60,credit_card,730,38156,16.79,33.44,3.8143134183559724,OWN,SD,16,19062,60.86,0,68.57739813734726,2023-01,0
LOAN_001587,BORR_015316,12876,36,credit_card,732,45524,16.09,28.0,1.3863370870734018,MORTGAGE,GA,13,24665,33.54,0,46.64835123525155,2023-02,0
LOAN_001588,BORR_003352,3936,36,small_business,792,28475,10.66,16.78,0.5536082478072464,RENT,WI,12,17859,39.0,0,23.085918572654016,2024-01,0
LOAN_001589,BORR_005662,8522,60,credit_card,726,44024,14.27,29.08,4.89365124717289,RENT,WY,10,25400,41.1,0,,2025-08,0
LOAN_001590,BORR_009943,6117,60,debt_consolidation,645,49737,21.57,10.86,11.31587147590414,OTHER,KS,17,27530,32.3,0,23.23950799249961,2023-04,0
LOAN_001591,BORR_003990,17175,36,debt_consolidation,715,103966,17.55,15.64,2.8530953495713023,OWN,OK,11,55789,58.51,0,,2023-10,1
LOAN_001592,BORR_004427,7394,36,major_purchase,700,46735,18.65,26.0,,RENT,TX,12,30433,12.98,0,,2023-01,0
LOAN_001594,BORR_016634,32053,60,debt_consolidation,734,30677,14.6,39.31,,MORTGAGE,TN,11,15958,33.74,0,94.78755646672816,2024-07,0
LOAN_001595,BORR_002447,18368,60,credit_card,721,21490,15.0,32.53,,RENT,LA,12,13525,23.63,0,,2025-09,0
LOAN_001600,BORR_003996,10870,60,major_purchase,612,144573,24.19,4.5,0.8557302034110027,RENT,AZ,8,66549,18.93,0,,2024-08,1
LOAN_001601,BORR_013973,8266,60,credit_card,736,70474,14.14,27.35,3.3905491417112685,RENT,LA,7,45448,14.12,0,83.92576481007153,2025-12,0
LOAN_001602,BORR_011685,7889,60,debt_consolidation,637,66956,23.49,10.55,21.479116690273365,RENT,OH,9,43275,9.19,0,,2025-06,0
LOAN_001603,BORR_012897,15426,36,major_purchase,673,78060,21.09,10.11,4.50744356236194,MORTGAGE,CO,6,35112,39.92,0,86.54191810697913,2025-06,0
LOAN_001604,BORR_006197,21089,60,debt_consolidation,741,47242,14.37,17.54,3.798397228161037,RENT,SC,13,36395,36.44,0,,2023-01,0
LOAN_001605,BORR_000771,16093,36,credit_card,780,27097,6.7,23.07,,OWN,WA,10,13027,59.17,0,,2023-02,0
LOAN_001606,BORR_004685,10760,36,credit_card,674,37113,19.85,29.05,5.636143388432613,RENT,NE,11,21712,27.88,0,94.43230656757457,2024-02,0
LOAN_001607,BORR_016750,5438,36,credit_card,802,52267,8.19,18.88,2.9774758404946593,RENT,MA,11,23168,34.39,0,,2024-09,0
LOAN_001608,BORR_014465,9704,36,home_improvement,685,72266,20.4,6.15,1.4271634850059378,RENT,LA,9,50435,2.95,0,11.995595861267981,2024-03,1
LOAN_001610,BORR_016337,26483,60,home_improvement,635,80024,23.15,32.85,3.0638421801700004,MORTGAGE,OR,7,49372,21.14,1,,2023-06,0
LOAN_001614,BORR_001248,16561,36,home_improvement,671,26508,21.42,27.15,5.777342298494177,MORTGAGE,CT,11,14569,36.84,0,,2024-06,0
LOAN_001615,BORR_016084,19131,60,car,743,41331,12.08,18.54,4.650434800962225,MORTGAGE,NY,11,23590,20.29,0,,2025-07,0
LOAN_001617,BORR_006703,10636,60,home_improvement,795,48116,10.41,21.26,0.9260478985053404,MORTGAGE,NE,14,25497,15.02,0,,2024-03,0
LOAN_001618,BORR_006058,22506,36,debt_consolidation,626,47869,22.89,27.06,2.4146372341791866,MORTGAGE,UT,7,22120,43.8,0,80.00854646983058,2024-03,0
LOAN_001619,BORR_012695,15351,60,debt_consolidation,732,27795,14.67,27.88,3.026290016064909,MORTGAGE,WI,13,18980,20.91,2,62.54915157767721,2025-08,0
LOAN_001620,BORR_006248,10005,60,medical,798,109229,9.6,18.75,2.8895902334407184,RENT,MA,8,79502,12.03,0,,2025-12,0
LOAN_001622,BORR_009983,16906,36,debt_consolidation,779,20000,11.03,43.04,3.6085648115840376,OWN,LA,9,14570,19.82,0,,2023-07,0
LOAN_001624,BORR_005924,14079,36,debt_consolidation,611,39552,20.02,35.19,6.0480616365921485,RENT,IA,10,26731,15.25,0,,2023-03,0
LOAN_001626,BORR_000423,40000,36,major_purchase,745,38014,16.2,39.2,3.761099134897204,RENT,SC,15,28089,70.76,0,,2023-06,0
LOAN_001627,BORR_015646,13578,36,home_improvement,627,51461,25.3,20.88,1.9642240441849959,RENT,CO,11,26023,42.86,0,,2023-11,0
LOAN_001628,BORR_007888,7600,36,major_purchase,686,31468,19.4,30.59,,RENT,TN,9,16525,17.07,1,61.2080099719101,2023-05,0
LOAN_001629,BORR_007504,16301,36,medical,680,39867,19.62,33.27,2.5245351816722748,OTHER,NY,9,24659,27.54,0,,2025-08,0
LOAN_001630,BORR_014138,10487,36,debt_consolidation,700,45870,17.78,9.64,8.628173901408571,RENT,SC,14,20534,3.67,0,,2023-07,0
LOAN_001631,BORR_015061,34434,60,small_business,683,33463,17.86,45.0,3.1688197653702463,MORTGAGE,IN,11,20310,32.81,2,,2024-11,0
LOAN_001632,BORR_001686,10419,36,major_purchase,703,67864,15.82,10.8,7.5316126283918114,MORTGAGE,MD,15,35213,32.65,0,6.656169941866023,2025-06,0
LOAN_001634,BORR_015099,18241,36,major_purchase,747,47277,10.71,21.09,1.1783029660488817,MORTGAGE,IN,8,25223,3.78,0,79.97819980362085,2023-09,0
LOAN_001636,BORR_011047,26771,36,debt_consolidation,817,62557,7.3,31.05,,MORTGAGE,MT,7,39462,40.86,0,,2025-12,0
LOAN_001637,BORR_004433,18652,36,credit_card,690,44951,15.49,31.58,19.555505500167843,RENT,TN,15,33001,11.73,0,96.32787808218643,2024-11,0
LOAN_001638,BORR_001713,40000,36,vacation,706,80264,14.93,31.43,0.09549781582968325,RENT,DE,8,45058,25.82,0,43.405822125146294,2025-05,0
LOAN_001639,BORR_000031,16726,60,debt_consolidation,700,76364,18.87,11.46,0.8087995143642811,RENT,NV,7,32859,60.4,1,,2023-01,0
LOAN_001641,BORR_012165,10565,36,home_improvement,694,26508,20.08,27.76,2.6794779834585065,MORTGAGE,IN,7,20357,9.83,0,68.12008705579139,2024-02,0
LOAN_001643,BORR_010897,11227,36,credit_card,668,22381,20.29,42.96,2.8900066933725044,RENT,DE,10,14281,5.83,0,,2023-09,0
LOAN_001644,BORR_000252,28085,36,medical,846,42530,5.82,45.0,1.9898710525823815,RENT,NE,10,23888,11.6,5,,2025-06,0
LOAN_001645,BORR_009937,20867,36,credit_card,718,94002,18.05,28.61,0.7192812623285826,RENT,MI,7,53791,41.36,0,57.71343374631442,2024-11,0
LOAN_001647,BORR_009119,28221,36,other,760,29094,10.78,45.0,13.267996455483415,OWN,KY,7,21256,21.98,2,87.45659626070652,2023-06,0
LOAN_001648,BORR_000647,13279,36,medical,673,97790,20.16,27.66,,MORTGAGE,MO,5,74062,27.96,0,40.49392145015992,2023-03,0
LOAN_001649,BORR_005757,26481,60,debt_consolidation,739,47914,14.18,37.85,7.300477498488485,OWN,NY,10,28167,10.89,0,,2024-01,0
LOAN_001650,BORR_008446,16139,36,debt_consolidation,788,60984,10.83,19.03,2.5380523926013314,MORTGAGE,WY,9,34512,14.35,0,30.67914406771855,2024-08,0
LOAN_001651,BORR_007861,11063,36,debt_consolidation,715,52267,16.93,19.68,2.2341763927858644,RENT,FL,9,27617,40.62,0,,2025-09,0
LOAN_001653,BORR_015765,13589,60,credit_card,673,79923,22.21,7.97,8.15551410649808,OTHER,SD,8,50210,19.91,0,,2025-12,0
LOAN_001655,BORR_013148,15010,36,credit_card,731,56061,17.14,32.14,6.9955376587544205,RENT,IN,8,32978,11.78,2,15.385034530771295,2024-05,0
LOAN_001656,BORR_003149,16347,36,other,744,77952,16.05,9.83,2.6227212452539255,RENT,OK,11,44757,24.32,0,,2023-08,0
LOAN_001658,BORR_004814,17165,36,credit_card,724,56425,18.19,26.29,0.024629164648350008,MORTGAGE,TN,10,38234,62.68,0,,2025-11,0
LOAN_001659,BORR_006612,19352,36,debt_consolidation,684,21708,19.05,35.41,3.956285237817501,RENT,MD,8,12227,9.31,0,39.81677266351977,2023-07,1
LOAN_001661,BORR_013465,7201,36,debt_consolidation,658,34452,21.08,12.3,5.4733039289694085,MORTGAGE,LA,10,25426,26.06,0,,2023-12,0
LOAN_001662,BORR_001376,8032,36,medical,755,60875,13.86,25.43,1.1250955584085798,RENT,OR,7,44516,20.38,0,,2023-02,0
LOAN_001664,BORR_014071,9353,60,other,738,26914,14.09,27.24,2.150223121038136,OWN,CT,10,15688,13.08,0,,2024-04,0
LOAN_001666,BORR_000534,10864,36,other,649,35912,23.49,28.62,8.78450057573368,RENT,ND,10,19736,14.77,0,,2023-09,0
LOAN_001667,BORR_007534,11159,36,credit_card,757,112717,11.47,27.17,3.7283460733749054,RENT,NM,11,70723,18.83,0,65.76097231962879,2024-03,0
LOAN_001669,BORR_001624,8013,60,debt_consolidation,686,39584,18.25,27.55,0.05296621675426966,OTHER,LA,7,27099,15.76,0,99.42798270097799,2025-01,0
LOAN_001671,BORR_001222,6474,36,credit_card,691,39427,19.93,12.93,11.227447197715627,MORTGAGE,NJ,6,29171,22.43,1,48.005992222925556,2023-05,0
LOAN_001673,BORR_000217,13846,36,debt_consolidation,720,20000,18.5,45.0,0.9266920708637396,MORTGAGE,IA,12,15054,1.59,3,56.76432714866318,2025-01,0
LOAN_001674,BORR_001862,28362,36,major_purchase,647,39430,21.18,35.51,0.8615508994882287,OTHER,AK,9,20919,69.21,0,,2024-02,1
LOAN_001676,BORR_000265,24619,60,debt_consolidation,788,43269,10.21,28.83,0.01436536778881477,MORTGAGE,TX,16,27806,67.86,0,,2025-11,1
LOAN_001677,BORR_001396,5417,36,other,693,39767,17.68,9.51,2.677924092442681,MORTGAGE,MD,18,27495,19.36,0,,2024-01,0
LOAN_001678,BORR_016791,6605,36,debt_consolidation,790,43050,13.45,20.95,1.7165276743884126,MORTGAGE,OH,14,18874,40.21,0,,2024-01,0
LOAN_001679,BORR_006689,13431,60,credit_card,672,42037,20.79,18.16,4.7397139021721735,RENT,RI,9,27477,51.77,0,,2023-10,0
LOAN_001680,BORR_013032,20294,36,credit_card,728,46956,18.67,33.59,0.07220587586865715,MORTGAGE,GA,8,35442,45.75,1,,2025-04,0
LOAN_001682,BORR_006764,6822,36,moving,690,30634,17.94,19.11,,MORTGAGE,MT,11,13105,44.69,0,,2023-07,0
LOAN_001683,BORR_000879,23572,36,small_business,690,83866,17.61,12.37,3.0540963714371863,RENT,ID,8,38656,8.64,0,,2023-10,0
LOAN_001684,BORR_017214,12827,36,debt_consolidation,639,55380,22.45,27.76,,RENT,KS,7,33584,11.21,0,54.37114474766769,2024-02,0
LOAN_001685,BORR_006583,19709,36,car,731,73189,14.9,18.9,1.6145740529392891,RENT,LA,14,55065,66.25,0,,2023-06,0
LOAN_001686,BORR_015884,9872,36,credit_card,764,56731,8.61,26.47,6.53107964503291,MORTGAGE,MT,10,42769,17.49,0,113.93416139920267,2024-05,0
LOAN_001687,BORR_011033,6174,36,debt_consolidation,580,134543,28.0,18.99,12.936460893087125,RENT,ID,7,64857,24.74,0,73.98941542944074,2024-12,0
LOAN_001688,BORR_000859,20392,60,credit_card,751,63802,12.46,33.12,4.617009548012262,MORTGAGE,MO,12,40738,12.85,0,38.354102399718826,2024-12,0
LOAN_001689,BORR_006361,16895,60,moving,634,42651,23.1,37.48,0.564101219037288,RENT,MO,13,23952,22.28,0,,2025-04,0
LOAN_001690,BORR_010396,7166,36,debt_consolidation,761,50469,13.93,7.37,10.078296948597021,MORTGAGE,CT,11,37693,34.5,0,,2023-07,0
LOAN_001691,BORR_010840,9565,60,small_business,639,48026,24.48,9.2,1.2091098989304407,MORTGAGE,NY,10,34677,31.17,7,,2025-07,0
LOAN_001692,BORR_010807,18826,60,credit_card,710,38048,20.28,34.94,3.742982522395326,RENT,GA,16,20027,26.59,0,,2025-03,0
LOAN_001693,BORR_011129,14809,36,small_business,593,45910,28.0,14.83,,MORTGAGE,KY,9,26929,13.33,2,,2024-08,0
LOAN_001696,BORR_005093,27216,60,debt_consolidation,735,137246,15.87,29.28,0.6761656609316282,OTHER,NM,14,97887,36.07,0,21.346491453861592,2024-02,0
LOAN_001699,BORR_015473,14093,36,medical,711,37854,14.23,28.89,5.947006318514378,MORTGAGE,VA,10,28968,21.26,0,,2025-07,0
LOAN_001701,BORR_001632,15499,36,credit_card,692,55297,19.43,29.25,5.736697912269021,RENT,DE,9,30949,13.93,0,,2025-12,0
LOAN_001702,BORR_012961,10793,36,debt_consolidation,700,116761,14.71,16.48,1.602232547871156,MORTGAGE,IL,6,78436,16.24,0,,2025-02,0
LOAN_001703,BORR_008117,5029,36,credit_card,766,50424,10.13,21.38,1.0207276676804464,RENT,MI,8,36410,20.54,0,73.16622869592975,2024-11,0
LOAN_001704,BORR_001468,9652,36,medical,697,31610,18.28,29.2,4.032738806209318,MORTGAGE,ME,10,18064,15.22,0,,2025-05,0
LOAN_001706,BORR_005606,9608,60,car,684,84638,21.16,15.56,,RENT,WY,9,45815,12.08,0,67.58065684762376,2023-11,0
LOAN_001707,BORR_006227,18141,60,car,689,69152,19.17,32.28,5.590082927187642,MORTGAGE,NM,8,29846,58.21,0,,2025-02,0
LOAN_001709,BORR_007593,26657,36,medical,603,37295,24.52,45.0,0.11816216702642005,OWN,NY,5,26189,15.08,0,,2025-03,0
LOAN_001710,BORR_004472,11934,36,medical,697,50429,18.31,18.32,5.43598726229455,RENT,FL,9,38739,6.51,0,,2025-10,0
LOAN_001713,BORR_001710,15243,36,home_improvement,637,47230,23.14,32.73,0.309061442193536,MORTGAGE,MT,15,35650,20.39,0,6.8905951624025406,2024-01,1
LOAN_001714,BORR_013851,9495,60,other,789,41949,9.13,24.58,2.8943089803160618,RENT,CA,10,20513,35.48,0,,2023-07,0
LOAN_001716,BORR_002258,12878,60,other,745,50046,13.55,19.29,7.037210816121079,OTHER,AL,8,33078,19.27,0,,2024-06,0
LOAN_001717,BORR_001035,31052,36,debt_consolidation,702,51581,15.58,32.59,6.470561409029666,MORTGAGE,UT,10,39231,64.38,0,37.36774894679394,2024-09,0
LOAN_001718,BORR_000043,10621,36,home_improvement,690,65425,20.44,20.96,,RENT,MN,13,36986,5.29,0,,2025-01,0
LOAN_001719,BORR_012105,9811,60,credit_card,636,61591,19.4,12.75,2.8931695035157157,MORTGAGE,DE,5,32608,13.81,1,,2023-01,0
LOAN_001721,BORR_017161,32341,36,vacation,682,64142,15.71,23.9,13.324477142514645,RENT,IA,16,35759,63.98,0,110.49176112184607,2025-08,0
LOAN_001723,BORR_003723,24517,60,credit_card,658,65844,23.42,21.86,,RENT,SC,13,43745,14.39,0,,2024-02,0
LOAN_001725,BORR_011880,8845,36,home_improvement,725,24888,14.39,30.34,8.0688231234603,OWN,WA,10,13846,45.17,0,,2023-09,0
LOAN_001728,BORR_016667,18581,60,home_improvement,588,97110,25.4,28.14,,MORTGAGE,KS,10,60505,22.46,0,107.50645208644065,2023-09,0
LOAN_001730,BORR_013227,5230,60,vacation,712,36973,17.51,24.5,11.974045835312445,RENT,SD,7,17001,9.87,0,,2023-08,0
LOAN_001731,BORR_011113,23275,36,medical,793,43831,11.19,40.62,7.07000988494471,RENT,SD,11,27586,21.68,0,,2025-12,1
LOAN_001732,BORR_012529,18576,36,vacation,713,41053,16.58,38.65,0.08039076311384463,RENT,NC,13,25191,59.23,0,109.2601132637368,2024-11,0
LOAN_001733,BORR_000647,8416,60,home_improvement,757,32809,13.16,14.67,,MORTGAGE,FL,10,21900,47.03,0,61.8188133676751,2025-10,0
LOAN_001734,BORR_013260,12106,36,medical,803,57322,9.58,19.7,2.666052841499486,RENT,MN,11,34260,14.75,0,,2023-07,0
LOAN_001736,BORR_014455,12729,36,home_improvement,796,40068,12.57,35.05,9.89799743581619,RENT,IA,11,20900,60.61,5,,2024-07,0
LOAN_001739,BORR_017208,8352,36,small_business,693,49072,18.0,13.42,6.663482587299248,RENT,NV,8,32438,46.99,0,,2023-08,0
LOAN_001740,BORR_001522,10565,36,debt_consolidation,777,25511,11.07,33.27,0.16387625007794016,MORTGAGE,MI,10,16910,10.82,0,,2023-10,0
LOAN_001742,BORR_013074,19599,36,debt_consolidation,700,25581,18.1,45.0,,RENT,WV,6,19476,34.63,0,27.07998843106076,2023-08,0
LOAN_001743,BORR_006211,6076,36,major_purchase,697,85836,17.5,9.16,1.3591823474966183,MORTGAGE,NH,11,56874,15.52,3,,2023-09,0
LOAN_001744,BORR_000003,14596,60,credit_card,697,141681,17.71,12.27,0.6815304331185783,RENT,AL,12,71112,40.69,3,,2024-10,0
LOAN_001745,BORR_017357,7238,36,moving,720,96839,18.73,18.11,5.158916805382288,MORTGAGE,WA,7,43511,36.04,0,43.6352336501498,2023-03,0
LOAN_001746,BORR_005451,13669,60,credit_card,698,42074,18.14,28.93,,MORTGAGE,RI,12,26875,20.19,0,25.993824662556815,2024-03,0
LOAN_001747,BORR_011274,23812,60,credit_card,664,27726,21.53,35.43,4.005094446023058,RENT,ND,14,20410,53.09,0,,2023-11,0
LOAN_001749,BORR_000020,14919,60,car,693,53049,18.36,33.08,4.5736119912567865,MORTGAGE,MA,10,38919,49.0,0,66.07118235302903,2023-05,0
LOAN_001751,BORR_001328,12629,60,debt_consolidation,691,82844,17.37,21.27,4.592813033178416,RENT,AL,11,35161,26.54,0,79.2837279084257,2024-02,0
LOAN_001752,BORR_001444,6130,36,small_business,736,34162,15.77,7.32,7.9860238417585805,MORTGAGE,MA,13,19956,31.13,0,,2024-02,0
LOAN_001753,BORR_002472,19031,36,car,686,67561,18.33,34.42,8.046689394623169,MORTGAGE,SD,17,51801,10.43,0,102.82951690204547,2024-08,0
LOAN_001755,BORR_000705,12035,60,credit_card,735,23760,13.96,28.57,12.354969468274916,MORTGAGE,MS,12,16712,19.21,0,33.79084443011382,2023-08,0
LOAN_001756,BORR_000278,13830,36,small_business,804,133393,11.3,4.85,5.552694569681938,RENT,DE,7,56075,37.21,0,81.61455662752637,2024-02,0
LOAN_001758,BORR_006675,9451,60,home_improvement,737,28909,11.51,21.85,3.984178852447667,RENT,WI,9,18673,21.99,1,,2023-09,0
LOAN_001760,BORR_012323,12333,36,debt_consolidation,699,92097,20.76,11.29,0.19913547642605053,MORTGAGE,WI,8,58115,18.69,0,,2023-03,0
LOAN_001762,BORR_000273,25068,60,car,745,139861,12.7,16.31,0.3839209091690942,RENT,CA,9,91322,30.97,0,,2023-02,0
LOAN_001765,BORR_000513,10430,60,medical,812,48852,8.73,22.18,0.5483413795194593,MORTGAGE,OR,8,33139,14.46,0,15.901079038855448,2024-07,0
LOAN_001766,BORR_014469,18565,36,other,711,50571,17.36,19.13,9.316279961297573,OWN,MS,9,38899,41.75,0,,2024-03,1
LOAN_001767,BORR_003102,13881,36,home_improvement,754,68780,13.73,27.24,2.9850605464872864,OWN,LA,12,49175,50.46,0,,2023-04,0
LOAN_001768,BORR_003034,25287,36,debt_consolidation,633,56862,23.24,32.6,2.351709368715394,RENT,AZ,13,26793,49.59,0,,2023-11,1
LOAN_001769,BORR_012398,13826,36,debt_consolidation,580,55761,27.92,29.05,0.9469011059320742,RENT,KS,12,41111,37.73,0,,2023-11,0
LOAN_001770,BORR_002084,14156,36,medical,644,55801,23.73,16.45,0.5968232116195213,RENT,AK,11,42396,23.88,0,,2025-04,1
LOAN_001771,BORR_008873,30094,36,small_business,737,56751,14.86,31.11,,OWN,TX,7,34237,25.15,0,94.92105673086836,2025-11,0
LOAN_001772,BORR_009217,7721,60,small_business,664,23438,21.14,16.29,,MORTGAGE,MT,6,16952,18.14,1,,2023-02,0
